Invoice ID,Branch,CustomerID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Longitude,Latitude,day_of_week,month,week,hour
376-02-8238,B,C1278,Mandalay,Normal,Male,Health and beauty,93.87,11,51.6285,1032.57,2019-01-06,18:42:00,Credit card,750.96,4.761904762,281.61,9.96,96.0891,21.9588,Sunday,January,1,18
530-90-9855,A,C1758,Yangon,Normal,Male,Health and beauty,47.59,8,19.036,380.72,2019-08-16,14:47:00,Cash,362.5904761904762,4.761904762,18.12952380952381,5.7,96.1735,16.8409,Friday,August,33,14
866-05-7563,B,C1230,Mandalay,Normal,Female,Health and beauty,81.4,4,16.28,325.6,2019-11-16,19:43:00,Cash,244.2,4.761904762,81.4,5.76,96.0891,21.9588,Saturday,November,46,19
604-70-6476,A,C1737,Yangon,Normal,Male,Health and beauty,17.94,5,4.485,89.7,2019-04-27,14:04:00,Ewallet,85.42857142857143,4.761904762,4.271428571428571,6.8,96.1735,16.8409,Saturday,April,17,14
799-71-1548,A,C1886,Yangon,Normal,Female,Health and beauty,77.72,4,15.544,310.88,2019-11-14,16:11:00,Credit card,296.0761904761905,4.761904762,14.803809523809525,8.8,96.1735,16.8409,Thursday,November,46,16
785-13-7708,B,C1243,Mandalay,Normal,Female,Health and beauty,73.06,10,36.53,730.6,2019-12-25,19:06:00,Credit card,511.42,4.761904762,219.18,5.04,96.0891,21.9588,Wednesday,December,52,19
845-51-0542,B,C1297,Mandalay,Normal,Female,Health and beauty,46.55,13,30.2575,605.15,2019-09-05,15:34:00,Ewallet,418.95,4.761904762,186.2,7.68,96.0891,21.9588,Thursday,September,36,15
662-47-5456,C,C1317,Naypyitaw,Normal,Male,Health and beauty,35.19,12,21.114,422.28,2019-10-23,19:06:00,Credit card,351.9,4.761904762,70.38,8.82,96.0785,19.7633,Wednesday,October,43,19
883-17-4236,C,C1486,Naypyitaw,Normal,Female,Health and beauty,14.39,2,1.439,28.78,2019-05-21,19:44:00,Credit card,27.409523809523808,4.761904762,1.3704761904761906,7.56,96.0785,19.7633,Tuesday,May,21,19
290-68-2984,A,C1895,Yangon,Normal,Male,Health and beauty,23.75,4,4.75,95.0,2019-02-19,11:22:00,Cash,90.47619047619048,4.761904762,4.523809523809524,5.2,96.1735,16.8409,Tuesday,February,8,11
704-11-6354,A,C1732,Yangon,Normal,Male,Health and beauty,58.9,8,23.56,471.2,2019-09-12,11:23:00,Cash,448.76190476190476,4.761904762,22.438095238095237,8.9,96.1735,16.8409,Thursday,September,37,11
110-48-7033,B,C1293,Mandalay,Normal,Male,Health and beauty,32.62,6,9.786,195.72,2019-06-21,14:12:00,Cash,130.48,4.761904762,65.24,10.0,96.0891,21.9588,Friday,June,25,14
366-93-0948,A,C1696,Yangon,Normal,Male,Health and beauty,66.35,1,3.3175,66.35,2019-01-31,10:46:00,Credit card,63.19047619047618,4.761904762,3.1595238095238094,9.7,96.1735,16.8409,Thursday,January,5,10
729-09-9681,A,C1694,Yangon,Normal,Male,Health and beauty,25.91,6,7.773,155.46,2019-03-24,10:16:00,Ewallet,148.05714285714285,4.761904762,7.402857142857144,8.7,96.1735,16.8409,Sunday,March,12,10
151-16-1484,A,C1721,Yangon,Normal,Male,Health and beauty,32.25,4,6.45,129.0,2019-10-06,12:38:00,Ewallet,122.85714285714286,4.761904762,6.142857142857143,6.5,96.1735,16.8409,Sunday,October,40,12
380-94-4661,C,C1487,Naypyitaw,Normal,Male,Health and beauty,65.94,5,15.7,329.7,2019-04-26,13:05:00,Credit card,263.76,4.761904762,65.94,7.245,96.0785,19.7633,Friday,April,17,13
850-41-9669,A,C1810,Yangon,Normal,Female,Health and beauty,75.06,9,32.168571428571425,675.54,2019-06-06,13:25:00,Ewallet,643.3714285714286,4.761904762,32.168571428571425,6.2,96.1735,16.8409,Thursday,June,23,13
821-07-3596,C,C1322,Naypyitaw,Normal,Female,Health and beauty,16.45,5,4.1125,82.25,2019-01-31,14:53:00,Ewallet,65.8,4.761904762,16.45,5.88,96.0785,19.7633,Thursday,January,5,14
655-85-5130,B,C1300,Mandalay,Normal,Female,Health and beauty,38.3,6,11.49,229.8,2019-02-03,19:22:00,Cash,153.2,4.761904762,76.6,6.84,96.0891,21.9588,Sunday,February,5,19
447-15-7839,A,C1739,Yangon,Member,Female,Health and beauty,22.24,14,15.568,311.36,2019-10-07,11:00:00,Cash,222.4,4.761904762,88.96,4.2,96.1735,16.8409,Monday,October,41,11
154-74-7179,B,C1227,Mandalay,Normal,Male,Health and beauty,54.45,1,2.7225,54.45,2019-05-05,19:24:00,Ewallet,51.857142857142854,4.761904762,2.592857142857143,9.48,96.0891,21.9588,Sunday,May,18,19
253-12-6086,A,C1731,Yangon,Member,Female,Sports and travel,98.4,10,49.2,984.0,2019-12-11,12:43:00,Credit card,688.8,4.761904762,295.2,8.7,96.1735,16.8409,Wednesday,December,50,12
808-65-0703,C,C1322,Naypyitaw,Normal,Male,Home and lifestyle,35.47,5,8.8675,177.35,2019-03-05,17:22:00,Credit card,141.88,4.761904762,35.47,7.245,96.0785,19.7633,Tuesday,March,10,17
571-94-0759,B,C1291,Mandalay,Member,Female,Food and beverages,74.6,20,74.6,1492.0,2019-01-18,20:55:00,Cash,746.0,4.761904762,746.0,10.0,96.0891,21.9588,Friday,January,3,20
144-51-6085,A,C1601,Yangon,Member,Male,Home and lifestyle,70.74,6,21.222,424.44,2019-02-13,16:05:00,Credit card,282.96,4.761904762,141.48,4.4,96.1735,16.8409,Wednesday,February,7,16
731-14-2199,A,C1640,Yangon,Member,Female,Home and lifestyle,35.54,14,24.878,497.56,2019-05-02,13:34:00,Ewallet,355.4,4.761904762,142.16,7.0,96.1735,16.8409,Thursday,May,18,13
783-09-1637,B,C1202,Mandalay,Normal,Female,Sports and travel,67.43,7,23.6005,472.01,2019-10-27,18:13:00,Ewallet,337.15,4.761904762,134.86,7.56,96.0891,21.9588,Sunday,October,43,18
687-15-1097,C,C1306,Naypyitaw,Member,Female,Health and beauty,21.12,3,3.168,63.36,2019-03-13,19:17:00,Cash,42.24,4.761904762,21.12,10.0,96.0785,19.7633,Wednesday,March,11,19
126-54-1082,A,C1870,Yangon,Member,Female,Home and lifestyle,21.54,13,14.001,280.02,2019-03-02,11:44:00,Credit card,193.86,4.761904762,86.16,8.8,96.1735,16.8409,Saturday,March,9,11
633-91-1052,A,C1693,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,24.06,2019-07-25,15:51:00,Cash,22.914285714285715,4.761904762,1.1457142857142857,5.1,96.1735,16.8409,Thursday,July,30,15
477-24-6490,B,C1219,Mandalay,Normal,Female,Health and beauty,99.71,8,39.884,797.68,2019-04-02,16:52:00,Ewallet,598.26,4.761904762,199.42,9.48,96.0891,21.9588,Tuesday,April,14,16
566-19-5475,B,C1206,Mandalay,Normal,Male,Fashion accessories,47.97,10,23.985,479.7,2019-08-29,20:52:00,Cash,335.79,4.761904762,143.91,7.44,96.0891,21.9588,Thursday,August,35,20
526-86-8552,C,C1484,Naypyitaw,Member,Female,Home and lifestyle,21.82,17,18.547,370.94,2019-09-14,17:36:00,Cash,218.2,4.761904762,152.74,7.455,96.0785,19.7633,Saturday,September,37,17
376-56-3573,C,C1367,Naypyitaw,Normal,Female,Fashion accessories,95.42,5,23.855,477.1,2019-08-31,13:23:00,Ewallet,381.68,4.761904762,95.42,6.72,96.0785,19.7633,Saturday,August,35,13
537-72-0426,C,C1392,Naypyitaw,Member,Male,Fashion accessories,70.99,17,57.46809523809524,1206.83,2019-07-12,16:28:00,Cash,709.9,4.761904762,496.93,5.985,96.0785,19.7633,Friday,July,28,16
828-61-5674,A,C1727,Yangon,Member,Male,Sports and travel,44.02,14,30.814,616.28,2019-04-17,19:57:00,Credit card,440.2,4.761904762,176.08,9.6,96.1735,16.8409,Wednesday,April,16,19
136-08-6195,A,C1811,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,559.68,2019-01-17,17:01:00,Credit card,533.0285714285714,4.761904762,26.651428571428568,6.4,96.1735,16.8409,Thursday,January,3,17
523-38-0215,C,C1456,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,37.0,2019-07-14,13:29:00,Credit card,35.23809523809524,4.761904762,1.7619047619047619,8.295,96.0785,19.7633,Sunday,July,28,13
490-29-1201,A,C1800,Yangon,Normal,Female,Health and beauty,15.34,1,0.767,15.34,2019-12-10,11:09:00,Cash,14.60952380952381,4.761904762,0.7304761904761905,6.5,96.1735,16.8409,Tuesday,December,50,11
667-92-0055,A,C1603,Yangon,Member,Male,Health and beauty,99.83,8,39.932,798.64,2019-01-16,15:02:00,Ewallet,598.98,4.761904762,199.66,8.5,96.1735,16.8409,Wednesday,January,3,15
565-17-3836,A,C1791,Yangon,Member,Female,Health and beauty,47.67,6,14.301,286.02,2019-08-09,14:21:00,Cash,190.68,4.761904762,95.34,9.1,96.1735,16.8409,Friday,August,32,14
498-41-1961,B,C1236,Mandalay,Normal,Male,Health and beauty,66.68,7,23.338,466.76,2019-07-24,18:01:00,Cash,333.4,4.761904762,133.36,9.12,96.0891,21.9588,Wednesday,July,30,18
593-95-4461,C,C1439,Naypyitaw,Member,Male,Health and beauty,74.86,1,3.743,74.86,2019-11-01,14:49:00,Cash,71.29523809523809,4.761904762,3.564761904761905,7.245,96.0785,19.7633,Friday,November,44,14
226-71-3580,C,C1440,Naypyitaw,Normal,Female,Health and beauty,23.75,11,13.0625,261.25,2019-07-06,12:02:00,Cash,213.75,4.761904762,47.5,9.975,96.0785,19.7633,Saturday,July,27,12
283-79-9594,B,C1262,Mandalay,Normal,Female,Health and beauty,48.51,10,24.255,485.1,2019-11-01,13:30:00,Credit card,339.57,4.761904762,145.53,6.24,96.0891,21.9588,Friday,November,44,13
430-60-3493,A,C1746,Yangon,Member,Female,Health and beauty,94.88,10,47.44,948.8,2019-11-25,14:38:00,Cash,664.16,4.761904762,284.64,4.2,96.1735,16.8409,Monday,November,48,14
139-20-0155,B,C1290,Mandalay,Member,Male,Health and beauty,40.3,20,40.3,806.0,2019-02-08,17:37:00,Credit card,403.0,4.761904762,403.0,8.4,96.0891,21.9588,Friday,February,6,17
558-80-4082,C,C1469,Naypyitaw,Normal,Male,Health and beauty,27.85,8,11.14,222.8,2019-03-18,17:20:00,Ewallet,194.95,4.761904762,27.85,6.3,96.0785,19.7633,Monday,March,12,17
278-97-7759,A,C1781,Yangon,Member,Female,Health and beauty,62.48,1,3.124,62.48,2019-01-30,20:29:00,Cash,59.50476190476191,4.761904762,2.9752380952380952,4.7,96.1735,16.8409,Wednesday,January,5,20
316-68-6352,A,C1767,Yangon,Member,Female,Health and beauty,36.36,3,5.454,109.08,2019-07-02,10:00:00,Cash,72.72,4.761904762,36.36,7.1,96.1735,16.8409,Tuesday,July,27,10
585-03-5943,B,C1291,Mandalay,Normal,Male,Health and beauty,18.11,14,12.677,253.54,2019-06-28,11:46:00,Ewallet,181.1,4.761904762,72.44,7.08,96.0891,21.9588,Friday,June,26,11
211-05-0490,C,C1421,Naypyitaw,Member,Female,Electronic accessories,51.92,8,20.768,415.36,2019-04-16,13:42:00,Cash,259.6,4.761904762,155.76,7.875,96.0785,19.7633,Tuesday,April,16,13
727-75-6477,C,C1332,Naypyitaw,Normal,Male,Electronic accessories,28.84,5,7.21,144.2,2019-01-30,14:44:00,Cash,115.36,4.761904762,28.84,6.72,96.0785,19.7633,Wednesday,January,5,14
744-02-5987,A,C1673,Yangon,Member,Male,Home and lifestyle,78.38,8,31.352,627.04,2019-05-26,14:16:00,Ewallet,470.28,4.761904762,156.76,5.8,96.1735,16.8409,Sunday,May,21,14
307-83-9164,A,C1672,Yangon,Member,Male,Home and lifestyle,60.01,6,18.003,360.06,2019-05-14,15:54:00,Cash,240.04,4.761904762,120.02,4.5,96.1735,16.8409,Tuesday,May,20,15
779-06-0012,C,C1365,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,88.61,2019-03-27,10:21:00,Cash,84.39047619047619,4.761904762,4.2195238095238095,8.085,96.0785,19.7633,Wednesday,March,13,10
446-47-6729,C,C1408,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,199.64,2019-06-24,18:09:00,Credit card,190.13333333333333,4.761904762,9.506666666666666,7.035,96.0785,19.7633,Monday,June,26,18
573-10-3877,B,C1208,Mandalay,Member,Male,Health and beauty,39.01,1,1.8576190476190475,39.01,2019-07-01,16:46:00,Credit card,37.15238095238095,4.761904762,1.8576190476190475,5.64,96.0891,21.9588,Monday,July,27,16
735-06-4124,C,C1405,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.314761904761905,48.61,2019-04-28,15:31:00,Cash,46.2952380952381,4.761904762,2.314761904761905,4.62,96.0785,19.7633,Sunday,April,17,15
439-54-7422,A,C1611,Yangon,Normal,Female,Electronic accessories,51.19,4,9.75047619047619,204.76,2019-06-16,17:15:00,Credit card,195.0095238095238,4.761904762,9.75047619047619,7.455,96.1735,16.8409,Sunday,June,24,17
396-90-2219,B,C1286,Mandalay,Normal,Female,Electronic accessories,14.96,11,7.836190476190476,164.56,2019-01-27,12:29:00,Cash,119.68,4.761904762,44.88,7.455,96.0891,21.9588,Sunday,January,4,12
411-77-0180,A,C1622,Yangon,Normal,Male,Electronic accessories,72.2,7,24.066666666666666,505.4,2019-04-02,20:14:00,Ewallet,481.3333333333333,4.761904762,24.066666666666666,7.455,96.1735,16.8409,Tuesday,April,14,20
286-01-5402,A,C1898,Yangon,Normal,Female,Sports and travel,40.23,7,13.410000000000002,281.61,2019-06-15,13:22:00,Cash,268.2,4.761904762,13.410000000000002,7.455,96.1735,16.8409,Saturday,June,24,13
803-17-8013,A,C1620,Yangon,Member,Female,Home and lifestyle,88.79,11,46.50904761904763,976.69,2019-08-11,17:09:00,Cash,710.32,4.761904762,266.37,7.455,96.1735,16.8409,Sunday,August,32,17
512-98-1403,A,C1632,Yangon,Member,Female,Electronic accessories,26.48,4,5.043809523809524,105.92,2019-06-29,10:40:00,Ewallet,79.44,4.761904762,26.48,7.455,96.1735,16.8409,Saturday,June,26,10
848-42-2560,A,C1670,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,163.82,2019-09-09,17:43:00,Cash,156.01904761904763,4.761904762,7.80095238095238,7.455,96.1735,16.8409,Monday,September,37,17
532-59-7201,B,C1279,Mandalay,Member,Male,Sports and travel,79.93,11,43.9615,879.23,2019-12-03,14:04:00,Cash,479.58,4.761904762,399.65,7.455,96.0891,21.9588,Tuesday,December,49,14
181-94-6432,C,C1470,Naypyitaw,Member,Male,Fashion accessories,69.33,3,10.3995,207.99,2019-02-25,19:05:00,Ewallet,138.66,4.761904762,69.33,10.0,96.0785,19.7633,Monday,February,9,19
870-76-1733,A,C1777,Yangon,Member,Female,Food and beverages,14.23,7,4.9805,99.61,2019-10-18,10:08:00,Credit card,71.15,4.761904762,28.46,4.4,96.1735,16.8409,Friday,October,42,10
423-64-4619,A,C1858,Yangon,Member,Female,Health and beauty,15.55,13,10.1075,202.15,2019-09-10,13:12:00,Cash,139.95,4.761904762,62.2,5.0,96.1735,16.8409,Tuesday,September,37,13
227-07-4446,C,C1350,Naypyitaw,Member,Female,Health and beauty,78.13,17,66.4105,1328.21,2019-02-22,20:51:00,Cash,781.3,4.761904762,546.91,4.62,96.0785,19.7633,Friday,February,8,20
174-36-3675,C,C1383,Naypyitaw,Member,Male,Health and beauty,99.37,3,14.9055,298.11,2019-07-03,17:29:00,Cash,198.74,4.761904762,99.37,5.46,96.0785,19.7633,Wednesday,July,27,17
428-83-5800,C,C1411,Naypyitaw,Member,Female,Health and beauty,21.08,6,6.324,126.48,2019-01-03,10:25:00,Cash,63.24,4.761904762,63.24,7.665,96.0785,19.7633,Thursday,January,1,10
603-07-0961,C,C1308,Naypyitaw,Member,Male,Health and beauty,74.79,8,29.916,598.32,2019-05-17,11:34:00,Cash,373.95,4.761904762,224.37,5.145,96.0785,19.7633,Friday,May,20,11
704-20-4138,C,C1375,Naypyitaw,Normal,Female,Health and beauty,29.67,8,11.868,237.36,2019-12-09,18:58:00,Credit card,207.69,4.761904762,29.67,8.505,96.0785,19.7633,Monday,December,50,18
787-15-1757,C,C1358,Naypyitaw,Normal,Male,Health and beauty,44.07,5,11.0175,220.35,2019-10-19,16:28:00,Ewallet,176.28,4.761904762,44.07,8.82,96.0785,19.7633,Saturday,October,42,16
649-11-3678,C,C1453,Naypyitaw,Normal,Female,Health and beauty,22.93,11,12.6115,252.23,2019-11-10,20:26:00,Cash,206.37,4.761904762,45.86,5.775,96.0785,19.7633,Sunday,November,45,20
622-20-1945,C,C1345,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,39.42,2019-01-27,15:08:00,Cash,37.542857142857144,4.761904762,1.8771428571428574,8.82,96.0785,19.7633,Sunday,January,4,15
372-94-8041,A,C1879,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,91.56,2019-03-28,18:03:00,Ewallet,87.2,4.761904762,4.36,9.8,96.1735,16.8409,Thursday,March,13,18
563-91-7120,A,C1730,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,308.85,2019-03-19,13:21:00,Cash,294.14285714285717,4.761904762,14.707142857142857,6.7,96.1735,16.8409,Tuesday,March,12,13
746-54-5508,A,C1851,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,129.12,2019-10-04,12:48:00,Credit card,122.97142857142858,4.761904762,6.148571428571429,9.4,96.1735,16.8409,Friday,October,40,12
276-54-0879,B,C1221,Mandalay,Normal,Male,Sports and travel,97.74,6,29.322,586.44,2019-03-09,19:53:00,Ewallet,390.96,4.761904762,195.48,7.68,96.0891,21.9588,Saturday,March,10,19
815-11-1168,A,C1607,Yangon,Normal,Male,Food and beverages,99.78,5,24.945,498.9,2019-02-16,19:09:00,Cash,475.14285714285717,4.761904762,23.757142857142856,5.4,96.1735,16.8409,Saturday,February,7,19
719-76-3868,C,C1485,Naypyitaw,Normal,Male,Food and beverages,94.26,5,23.565,471.3,2019-06-21,16:30:00,Cash,377.04,4.761904762,94.26,9.03,96.0785,19.7633,Friday,June,25,16
730-61-8757,B,C1270,Mandalay,Normal,Male,Health and beauty,51.13,6,15.339,306.78,2019-04-03,10:11:00,Credit card,204.52,4.761904762,102.26,4.8,96.0891,21.9588,Wednesday,April,14,10
340-66-0321,A,C1809,Yangon,Normal,Male,Electronic accessories,36.36,4,7.272,145.44,2019-04-22,13:07:00,Cash,138.5142857142857,4.761904762,6.925714285714286,7.6,96.1735,16.8409,Monday,April,17,13
868-81-1752,B,C1296,Mandalay,Normal,Male,Home and lifestyle,22.02,13,14.313,286.26,2019-02-21,18:48:00,Cash,198.18,4.761904762,88.08,8.16,96.0891,21.9588,Thursday,February,8,18
634-97-8956,A,C1712,Yangon,Normal,Male,Health and beauty,32.9,3,4.935,98.7,2019-01-16,17:27:00,Credit card,94.0,4.761904762,4.7,9.1,96.1735,16.8409,Wednesday,January,3,17
566-71-1091,A,C1854,Yangon,Normal,Male,Health and beauty,77.02,5,19.255,385.1,2019-09-05,15:59:00,Cash,366.76190476190476,4.761904762,18.33809523809524,5.5,96.1735,16.8409,Thursday,September,36,15
442-48-3607,A,C1659,Yangon,Normal,Male,Health and beauty,23.48,2,2.2361904761904765,46.96,2019-04-19,11:21:00,Credit card,44.72380952380952,4.761904762,2.2361904761904765,7.9,96.1735,16.8409,Friday,April,16,11
835-16-0096,C,C1333,Naypyitaw,Member,Male,Health and beauty,14.7,8,5.6,117.6,2019-07-19,13:48:00,Ewallet,73.5,4.761904762,44.1,8.925,96.0785,19.7633,Friday,July,29,13
527-09-6272,A,C1679,Yangon,Member,Female,Health and beauty,28.45,7,9.483333333333333,199.15,2019-04-08,10:17:00,Credit card,142.25,4.761904762,56.9,9.1,96.1735,16.8409,Monday,April,15,10
898-04-2717,A,C1704,Yangon,Normal,Male,Health and beauty,76.4,9,32.74285714285714,687.6,2019-10-21,15:49:00,Ewallet,654.8571428571429,4.761904762,32.74285714285714,7.5,96.1735,16.8409,Monday,October,43,15
692-27-8933,B,C1239,Mandalay,Normal,Female,Health and beauty,57.95,8,22.076190476190476,463.6,2019-07-20,13:02:00,Cash,347.7,4.761904762,115.9,6.24,96.0891,21.9588,Saturday,July,29,13
633-09-3463,C,C1482,Naypyitaw,Normal,Female,Health and beauty,47.65,4,9.076190476190476,190.6,2019-04-19,12:58:00,Credit card,142.95,4.761904762,47.65,9.975,96.0785,19.7633,Friday,April,16,12
374-17-3652,B,C1272,Mandalay,Member,Female,Health and beauty,42.82,18,38.538,770.76,2019-02-13,15:26:00,Credit card,385.38,4.761904762,385.38,10.0,96.0891,21.9588,Wednesday,February,7,15
378-07-7001,B,C1287,Mandalay,Member,Male,Health and beauty,48.09,6,14.427,288.54,2019-10-10,18:23:00,Credit card,144.27,4.761904762,144.27,9.36,96.0891,21.9588,Thursday,October,41,18
433-75-6987,B,C1249,Mandalay,Member,Female,Health and beauty,55.97,14,39.179,783.58,2019-07-05,19:06:00,Ewallet,391.79,4.761904762,391.79,10.0,96.0891,21.9588,Friday,July,27,19
873-95-4984,B,C1276,Mandalay,Member,Female,Health and beauty,76.9,14,53.83,1076.6,2019-12-22,20:21:00,Cash,538.3,4.761904762,538.3,9.24,96.0891,21.9588,Sunday,December,51,20
416-13-5917,C,C1466,Naypyitaw,Normal,Female,Food and beverages,97.03,6,29.109,582.18,2019-09-10,16:24:00,Ewallet,485.15,4.761904762,97.03,9.765,96.0785,19.7633,Tuesday,September,37,16
150-89-8043,A,C1763,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,133.95,2019-07-17,15:04:00,Cash,127.57142857142856,4.761904762,6.378571428571429,6.2,96.1735,16.8409,Wednesday,July,29,15
135-84-8019,A,C1652,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,701.37,2019-07-01,16:10:00,Ewallet,667.9714285714285,4.761904762,33.39857142857143,7.6,96.1735,16.8409,Monday,July,27,16
441-94-7118,A,C1833,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,71.95,2019-09-12,12:14:00,Cash,68.52380952380952,4.761904762,3.426190476190476,7.3,96.1735,16.8409,Thursday,September,37,12
725-96-3778,C,C1368,Naypyitaw,Member,Female,Home and lifestyle,89.25,14,62.475,1249.5,2019-06-08,10:13:00,Cash,714.0,4.761904762,535.5,4.935,96.0785,19.7633,Saturday,June,23,10
531-80-1784,A,C1645,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,182.14,2019-08-05,17:38:00,Cash,173.46666666666667,4.761904762,8.673333333333332,5.1,96.1735,16.8409,Monday,August,32,17
400-45-1220,B,C1284,Mandalay,Normal,Female,Health and beauty,13.5,14,9.45,189.0,2019-09-18,11:06:00,Credit card,135.0,4.761904762,54.0,5.76,96.0891,21.9588,Wednesday,September,38,11
860-79-0874,C,C1429,Naypyitaw,Member,Female,Fashion accessories,99.3,17,84.405,1688.1,2019-09-01,14:53:00,Credit card,993.0,4.761904762,695.1,6.93,96.0785,19.7633,Sunday,September,35,14
834-61-8124,A,C1856,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,361.83,2019-03-04,18:22:00,Cash,344.6,4.761904762,17.23,5.5,96.1735,16.8409,Monday,March,10,18
115-99-4379,B,C1202,Mandalay,Member,Female,Fashion accessories,54.73,14,38.311,766.22,2019-03-27,19:02:00,Credit card,383.11,4.761904762,383.11,10.0,96.0891,21.9588,Wednesday,March,13,19
565-67-6697,B,C1255,Mandalay,Member,Male,Home and lifestyle,27.0,18,24.3,486.0,2019-05-28,14:16:00,Cash,243.0,4.761904762,243.0,5.76,96.0891,21.9588,Tuesday,May,22,14
320-49-6392,C,C1354,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,30.24,2019-12-20,15:44:00,Cash,28.8,4.761904762,1.44,8.82,96.0785,19.7633,Friday,December,51,15
889-04-9723,B,C1274,Mandalay,Member,Female,Food and beverages,89.14,8,35.656,713.12,2019-05-05,12:20:00,Credit card,356.56,4.761904762,356.56,9.36,96.0891,21.9588,Sunday,May,18,12
632-90-0281,C,C1448,Naypyitaw,Normal,Female,Fashion accessories,37.55,12,22.53,450.6,2019-06-24,20:01:00,Credit card,375.5,4.761904762,75.1,9.765,96.0785,19.7633,Monday,June,26,20
554-42-2417,C,C1341,Naypyitaw,Normal,Female,Sports and travel,95.44,12,57.264,1145.28,2019-03-15,13:45:00,Cash,954.4,4.761904762,190.88,5.46,96.0785,19.7633,Friday,March,11,13
453-63-6187,B,C1242,Mandalay,Normal,Male,Electronic accessories,27.5,4,5.5,110.0,2019-03-16,15:40:00,Ewallet,82.5,4.761904762,27.5,7.8,96.0891,21.9588,Saturday,March,11,15
578-80-7669,B,C1204,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,74.97,2019-05-15,16:58:00,Cash,71.4,4.761904762,3.5700000000000003,6.72,96.0891,21.9588,Wednesday,May,20,16
612-36-5536,A,C1619,Yangon,Member,Male,Food and beverages,80.96,11,44.528,890.56,2019-04-08,11:12:00,Credit card,647.68,4.761904762,242.88,7.4,96.1735,16.8409,Monday,April,15,11
605-72-4132,C,C1327,Naypyitaw,Normal,Female,Food and beverages,94.47,10,47.235,944.7,2019-07-06,15:12:00,Cash,755.76,4.761904762,188.94,9.555,96.0785,19.7633,Saturday,July,27,15
471-41-2823,C,C1415,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,199.58,2019-03-16,20:37:00,Ewallet,190.07619047619048,4.761904762,9.503809523809524,8.4,96.0785,19.7633,Saturday,March,11,20
462-67-9126,A,C1724,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,439.32,2019-03-03,17:44:00,Cash,418.4,4.761904762,20.919999999999998,7.2,96.1735,16.8409,Sunday,March,9,17
272-27-9238,C,C1373,Naypyitaw,Normal,Female,Food and beverages,41.24,5,10.31,206.2,2019-09-28,16:23:00,Cash,164.96,4.761904762,41.24,7.455,96.0785,19.7633,Saturday,September,39,16
834-25-9262,C,C1379,Naypyitaw,Normal,Female,Fashion accessories,81.68,5,20.42,408.4,2019-01-29,12:12:00,Cash,326.72,4.761904762,81.68,9.555,96.0785,19.7633,Tuesday,January,5,12
122-61-9553,C,C1372,Naypyitaw,Normal,Female,Electronic accessories,51.32,11,28.226,564.52,2019-02-21,19:33:00,Cash,461.88,4.761904762,102.64,5.88,96.0785,19.7633,Thursday,February,8,19
468-88-0009,A,C1670,Yangon,Member,Male,Home and lifestyle,65.94,6,19.782,395.64,2019-04-01,10:29:00,Cash,263.76,4.761904762,131.88,6.0,96.1735,16.8409,Monday,April,14,10
613-59-9758,C,C1398,Naypyitaw,Normal,Female,Sports and travel,14.36,12,8.616,172.32,2019-07-14,14:28:00,Cash,143.6,4.761904762,28.72,5.67,96.0785,19.7633,Sunday,July,28,14
254-31-0042,A,C1835,Yangon,Member,Male,Electronic accessories,21.5,13,13.975,279.5,2019-02-01,12:46:00,Credit card,193.5,4.761904762,86.0,7.8,96.1735,16.8409,Friday,February,5,12
201-86-2184,B,C1246,Mandalay,Member,Female,Electronic accessories,26.26,14,18.382,367.64,2019-05-01,19:40:00,Cash,183.82,4.761904762,183.82,10.0,96.0891,21.9588,Wednesday,May,18,19
261-12-8671,B,C1243,Mandalay,Normal,Female,Fashion accessories,60.96,3,9.144,182.88,2019-08-13,19:39:00,Credit card,121.92,4.761904762,60.96,5.88,96.0891,21.9588,Tuesday,August,33,19
730-70-9830,C,C1471,Naypyitaw,Normal,Female,Home and lifestyle,70.11,7,24.5385,490.77,2019-09-14,17:54:00,Ewallet,420.66,4.761904762,70.11,5.46,96.0785,19.7633,Saturday,September,37,17
